"meaning","dictionary","dictionary2","stage","word","date","linkFile","linkFile2","parent","role","phase","time2","order","loadFile","condition","seed"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"dotslines","8_18_2016_124236","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:42:36.302Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"echodots","8_18_2016_124240","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:42:40.059Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"triarrow","8_18_2016_124310","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:43:10.721Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"arrowlinestar","8_18_2016_124221","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:42:21.038Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"arrowtrilines","8_18_2016_124414","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:44:14.656Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"triarrow","8_18_2016_124244","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:42:44.747Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"linesduo","8_18_2016_124315","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:43:15.775Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"linestristar","8_18_2016_124423","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:44:23.035Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sololines","8_18_2016_124143","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:41:43.389Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"fishlines","8_18_2016_124301","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:43:01.799Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"garnaaldambordtwesliertjes","8_23_2016_101032","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:10:32.785Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"tandwieldamborddriesliertjes","8_23_2016_101400","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:14:00.031Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"dambordstaart","8_23_2016_101241","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:12:41.218Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"tandwieldambordtwesliertjes","8_23_2016_101109","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:11:09.046Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"garnaalrondjestweevoetjes","8_23_2016_101417","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:14:17.263Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"tandwielrondjesyy","8_23_2016_101143","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:11:43.050Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"rondjesveelstreepjes","8_23_2016_101202","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:12:02.429Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"rondjemetrondjeserin","8_23_2016_101344","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:13:44.404Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"garnaalkarteldrierondjes","8_23_2016_101119","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:11:19.073Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"tandwielkarteltienstreepjes","8_23_2016_101232","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:12:32.702Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"karteldriestreepjes","8_23_2016_101329","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:13:29.497Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"kartelvierstreepjes","8_23_2016_101319","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:13:19.945Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"garnaaldikkestrepentweesliertjes","8_23_2016_101222","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:12:22.218Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"tandwieldriehoekjes","8_23_2016_101304","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:13:04.923Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"dikkestrepenhoekigsliertje","8_23_2016_101153","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:11:53.432Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"tandwielsliertje","8_23_2016_101050","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:10:50.945Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_095901_CH1_parent-PH1_8_9_120335_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_104415","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:15.446Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hakuna","8_23_2016_104404","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:04.198Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hakuna","8_23_2016_104454","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:54.026Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_104444","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:44.434Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_104332","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:43:32.828Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"laki","8_23_2016_104350","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:43:50.650Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakani","8_23_2016_104435","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:35.338Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hakuna","8_23_2016_104412","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:12.401Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"laki","8_23_2016_104307","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:43:07.408Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakuna","8_23_2016_104246","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:42:46.253Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanaki","8_23_2016_104256","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:42:56.684Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanaki","8_23_2016_104328","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:43:28.901Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_104419","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:19.031Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_104314","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:43:14.415Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_104345","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:43:45.297Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_104423","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","PH1_3_8_105005_CH1_parent-Start_4.lang","Part1","PH3","2016-08-23T08:44:23.404Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_103135_CH1_parent-PH1_3_8_105005_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"laki","8_23_2016_131300","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:13:00.642Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopaki","8_23_2016_131327","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:13:27.113Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakana","8_23_2016_131419","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:14:19.049Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopi","8_23_2016_131316","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:13:16.162Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nanaki","8_23_2016_131354","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:13:54.028Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakana","8_23_2016_131522","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:15:22.924Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanaki","8_23_2016_131449","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:14:49.135Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"humani","8_23_2016_131410","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:14:10.614Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"humaki","8_23_2016_131307","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:13:07.420Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopaki","8_23_2016_131514","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","PH1_3_8_105030_CH2_parent-Start_4.lang","Part1","PH3","2016-08-23T11:15:14.374Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_23_130125_CH1_parent-PH1_3_8_105030_CH2_parent-Start_4","Learnability","Start_4"
