"meaning","dictionary","dictionary2","stage","word","date","linkFile","linkFile2","parent","role","phase","time2","order","loadFile","condition","seed"
12,"1_12_15_13_5_4","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_ipanan_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",12,"lanapirol","8_9_2016_133243","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:32:43.067Z",39,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
12,"1_4_11_12_9_5","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_ipanan_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",12,"lanapirol","8_9_2016_133254","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:32:54.590Z",40,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
12,"","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",-1,"lanapirol","8_9_2016_134212","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:42:12.715Z",81,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
13,"0_13_9_10_5_11","mopi_lapi_matuta_lakana_napika_mopika_hupika_napika_nanapi_monapi_hunapi_lanapi_lanapi_mopi_lanapi_lapi_",13,"moopi","8_9_2016_131036","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:10:36.009Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
13,"2_9_8_10_13_11","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_ipanan_monaspin_hunapitri_lanapistraal_lanapi_moopi_lanapi_lapi_",13,"moopi","8_9_2016_132642","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:26:42.592Z",26,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
13,"10_7_2_1_6_13","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",13,"moopi","8_9_2016_133457","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:34:57.398Z",47,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
13,"1_13_2_6_15_3","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",13,"moopi","8_9_2016_133958","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:39:58.583Z",66,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
13,"","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",-1,"moopi","8_9_2016_134152","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:41:52.236Z",78,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
14,"15_3_0_2_14_1","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_ipanan_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapi_lapi_",14,"lanapitri","8_9_2016_133052","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:30:52.583Z",34,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
14,"4_14_9_12_2_0","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_ipanan_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",14,"lanapitri","8_9_2016_133110","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:31:10.687Z",35,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
14,"2_14_9_13_8_6","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",14,"lanapitri","8_9_2016_133514","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:35:14.585Z",48,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
14,"6_12_4_11_14_1","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",14,"lanapitri","8_9_2016_133840","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:38:40.098Z",61,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
14,"","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",-1,"lanapitri","8_9_2016_134102","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:41:02.087Z",70,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
15,"6_10_4_15_1_12","momopi_lapister_matuta_lanaka_napikana_mopika_hupika_akipan_ipanan_monaspin_hunapitri_lanapi_lanapi_moopi_lanapi_lapi_",15,"lapi","8_9_2016_132052","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:20:52.179Z",17,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
15,"1_10_3_15_5_13","momopi_lapister_matuta_lanaka_napikana_mopika_hupika_akipan_ipanan_monaspin_hunapitri_lanapistraal_lanapi_moopi_lanapi_lapi_",15,"lapi","8_9_2016_132320","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:23:20.587Z",20,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
15,"15_2_11_13_7_5","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",15,"lapi","8_9_2016_133630","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:36:30.588Z",52,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
15,"13_15_3_14_12_2","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",15,"lapi","8_9_2016_133914","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:39:14.046Z",63,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
15,"","momopi_lapister_matata_lanakados_napikana_mopika_hupika_akipan_nanapi_monaspin_hunapitri_lanapistraal_lanapirol_moopi_lanapitri_lapi_",-1,"lapi","8_9_2016_134132","PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T11:41:32.985Z",75,"../Backups/ILMLEX_Backups_Nov2016/results/PH2_8_9_130358_CH1_parent-Start_4","Expressivity","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"embryodambord","8_11_2016_110836","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:08:36.097Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sundambord","8_11_2016_110915","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:09:15.261Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"embryoslang","8_11_2016_111030","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:10:30.393Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"ninehookdambord","8_11_2016_110922","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:09:22.727Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"cocktail","8_11_2016_111004","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:10:04.533Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sunbol","8_11_2016_110925","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:09:25.931Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"threehookbol","8_11_2016_111020","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:10:20.553Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"ninehookbol","8_11_2016_110823","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:08:23.355Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"driehoekjesembryo","8_11_2016_110953","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:09:53.298Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sunweb","8_11_2016_110826","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:08:26.754Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"embryodriehoek","8_11_2016_110854","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:08:54.772Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"ninhookdriehoek","8_11_2016_111049","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:10:49.504Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"zebraembryo","8_11_2016_111044","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:10:44.226Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sunzebra","8_11_2016_111055","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:10:55.132Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"threehookzebra","8_11_2016_110909","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:09:09.934Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"ninehookzebra","8_11_2016_111001","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-11T09:10:01.459Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_105735_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakantheedoek","8_11_2016_113122","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:31:22.890Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lapitheedoek","8_11_2016_113144","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:31:44.840Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hukan","8_11_2016_113153","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:31:53.247Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakantheedoek","8_11_2016_113047","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:30:47.055Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopivoetjes","8_11_2016_112940","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:29:40.304Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopistip","8_11_2016_112851","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:28:51.258Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hupikstip","8_11_2016_113053","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:30:53.354Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopantrondjes","8_11_2016_113105","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:31:05.755Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nanapi","8_11_2016_112919","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:29:19.738Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"monapspinweb","8_11_2016_112842","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:28:42.391Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapdriestreep","8_11_2016_112832","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:28:32.294Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lapivuurtoren","8_11_2016_113020","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:30:20.574Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopinek","8_11_2016_113200","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:32:00.450Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"monapsdriehoekjes","8_11_2016_113031","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:30:31.894Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakantri","8_11_2016_112900","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:29:00.098Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lapistaart","8_11_2016_113006","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T09:30:06.326Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_111725_CH2_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"damduofish","8_11_2016_121210","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:12:10.379Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"tristar","8_11_2016_121335","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:13:35.541Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"damfish","8_11_2016_121227","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:12:27.189Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"damduo","8_11_2016_121346","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:13:46.480Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
